"","applicant_name","year","quarter","applied","awarded","location","tags","volume","negativity_rating","permanence","price","contractprice","current_cost_per_tonne","capex","opex","quantification","thirdparty verification","net_neg sequestration_todate","lifetime mtco2e","gross project emissions","offer_quantity","contract_quantity","R_and_D_offer","awarded_factor","realised_cost_decrease","price_contract_diff","quantity_contract_diff","awardednum","effective_date","decision_date","patent_name","patent_region","patent_no","patent_no_list","application_number","file_date","file_year","assignee","citations","abandoned","classification_1","classification_2","classification_3","classification_4","classification_5","classification_6","classification_7","classification_8","inventor_1","previous_application_stripe","sum_patents","treat_date"
"348","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"Oxy-fuel heated hydrogen production process",NA,NA,"US-11814288-B2",NA,2022-11-18,2022,"8 Rivers Capital, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam",0,77,NA
"349","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"Heat generation for separate endothermic process with carbon capture",NA,NA,"US-2023151960-A1",NA,2022-11-18,2022,"8 Rivers Capital, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam, Glenn William Brown, JR.",0,77,NA
"350","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"Methods and apparatuses for hydrogen production",NA,NA,"US-2023150817-A1",NA,2022-11-18,2022,"8 Rivers Capital, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rodney John Allam",0,77,NA
"351","Climeworks",2020,1,1,1,"Iceland","DAC",50,0,1000,767.5,775,NA,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",NA,-7.5,-321.5,1,"18/05/2020",NA,"Sorbent material for co2 capture, uses thereof and methods for making same",NA,NA,"WO-2023094386-A1",NA,2022-11-22,2022,"Climeworks Ag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angelo VARGAS, Davide Albani, Nina-Luisa MICHELS, Tomas AZTIRIA, Kim TRÃ–SCH, Gerald Bauer",0,29,2020-05-18
"352","Climate Foundation Marine Permaculture",2021,2,1,0,"Pacific Ocean (near Phillippines)","ocean,macroalgae",1245,0,1000,600,NA,600,NA,NA,NA,NA,NA,1245,400,1245,NA,NA,"0",0,0,0,0,NA,NA,"Method and apparatuses for delivering hyperbaric gas and/or treating respiratory illnesses, post covid syndrome(s) and chronic traumatic encephalopathy",NA,NA,"US-2023166848-A1",NA,2022-11-23,2022,"The Climate Foundation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brian Von Herzen, Daniel Reynolds",0,10,NA
"353","Climeworks",2020,1,1,1,"Iceland","DAC",50,0,1000,767.5,775,NA,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",NA,-7.5,-321.5,1,"18/05/2020",NA,"Method for separating gaseous carbon dioxide from a gas mixture",NA,NA,"WO-2023104656-A1",NA,2022-12-02,2022,"Climeworks Ag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Visuta ENGKAGUL, Baptiste MONNEY, JosÃ© Augusto BERROCAL, Christoph Weder, Angelo VARGAS, Davide Albani, Claudio LIMONE",0,29,2020-05-18
"354","Climeworks",2020,1,1,1,"Iceland","DAC",50,0,1000,767.5,775,NA,NA,NA,NA,NA,50,NA,NA,1,322.5,0,"1",NA,-7.5,-321.5,1,"18/05/2020",NA,"Co2 adsorption system and method for co2 adsorption using humidity stable polystyrene-divinylbenzene amine functionalized polymeric adsorbents",NA,NA,"WO-2023110520-A1",NA,2022-12-06,2022,"Climeworks Ag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angelo VARGAS, Davide Albani, Livia MÃœLLER, Ruth GARCIA, Olivier DUBÃ‰",0,29,2020-05-18
"355","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"Endophyte compositions and methods for improved plant health",NA,NA,"WO-2023108033-A3",NA,2022-12-07,2022,"Indigo Ag, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shib Sankar Basu, David A. Hubert, Sara B. COLLINS, Brandon M. SATINSKY",0,45,NA
"356","Ebb Carbon",2021,4,1,1,"California, USA","Capture and storage",294,0,1000,1950,1950,1950,NA,NA,NA,NA,NA,294,37,294,256,0,"1",0,0,38,1,"05/12/2021",NA,"Ocean alkalinity system and method for capturing atmospheric carbon dioxide","Worldwide",NA,"WO2023114105A4","PCT/US2022/052423",2022-12-09,2022,"Ebb Carbon Inc",17,0,NA,NA,NA,NA,NA,NA,NA,NA,"Todd Pelman, Matthew Eisaman, Ben Tarbell, David Hegeman, Jeremy Loretz",0,3,2021-12-05
"357","Ebb Carbon",2021,4,1,1,"California, USA","Capture and storage",294,0,1000,1950,1950,1950,NA,NA,NA,NA,NA,294,37,294,256,0,"1",0,0,38,1,"05/12/2021",NA,"Système d'alcalinité océanique et procédé de capture de dioxyde de carbone atmosphérique","Worldwide",NA,"WO2023114105A4","PCT/US2022/052423",2022-12-09,2022,"Ebb Carbon Inc",17,0,NA,NA,NA,NA,NA,NA,NA,NA,"Todd Pelman, Matthew Eisaman, Ben Tarbell, David Hegeman, Jeremy Loretz",0,3,2021-12-05
"358","Emissol",2022,4,1,0,NA,NA,NA,NA,NA,1272,NA,1272,583,647,30,12,NA,463,37,393,NA,NA,"0",0,0,0,0,NA,NA,"Exhaust gas mixer, system, and method of using",NA,NA,"US-2023226504-A1",NA,2022-12-09,2022,"Emissol, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mansour Masoudi, Sahm Noorfeshan, Nikolai Alex POLIAKOV",0,6,NA
"359","44.01",2021,4,1,1,"Oman","Capture and storage",2920,0,1000,170,170,1000,NA,NA,NA,NA,NA,2890,39,2890,2941,0,"1",-830,0,-51,1,"05/12/2021",NA,"Enhanced carbon dioxide sequestration using nanobubbles and gas-liquid mixtures",NA,NA,"EP-4219889-A1",NA,2022-12-12,2022,"Protostar Group Limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Talal Hasan, Ehab Tasfai, Juerg Matter",0,6,2021-12-05
"360","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"Addressing incomplete soil sample data in soil enrichment protocol projects",NA,NA,"US-2023147951-A1",NA,2022-12-15,2022,"Indigo Ag, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brian Segal, Charles David Brummitt",0,45,NA
"361","Capture6",2022,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0.1,NA,NA,NA,"0",NA,0,0,0,NA,NA,"Systems and methods for direct air carbon dioxide capture","US",NA,"US20230191322A1","US18/082,903",2022-12-16,2022,"Capture6 Corp",6,0,NA,NA,NA,NA,NA,NA,NA,NA,"Luke Shors, Zeph Landau, Ethan Choen-Cole, Rahul Surana",0,1,NA
"362","Nitricity",2022,4,1,1,NA,"Biomass sinking",NA,NA,NA,50,0,70,NA,30,NA,NA,0,1600,0,2800000,0,250000,"1",-20,NA,NA,1,"15/12/2022",NA,"Plasma power supply using an intermittent power source",NA,NA,"US-2023191356-A1",NA,2022-12-16,2022,"Nitricity, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"William C. King, John A. SCHWALBE, Joshua M. McEnaney, Nicolas H. Pinkowski",0,6,2022-12-15
"363","Heirloom",2021,2,1,1,"California, USA","Capture and storage",50,0,1000,10000,2054,20000,NA,NA,NA,NA,NA,50,3,50,244,0,"1",-10000,7946,-194,1,"17/05/2021",NA,"Systems and methods of carbon capture from cement production process",NA,NA,"US20230192543A1","US18/067,896 ",2022-12-19,2022,"Heirloom Carbon Technologies Inc",1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Noah McQueen, Shashank Samala, Andy Dubel",0,1,2021-05-17
"364","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"Control schemes for thermal management of power production systems and methods",NA,NA,"US-2023127569-A1",NA,2022-12-22,2022,"8 Rivers Capital, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brock Alan Forrest, Xijia Lu, Jeremy Eron Fetvedt, Navid Rafati",0,77,NA
"365","CarbonRun",2023,3,1,1,NA,"River Alkalinity Enhancement",NA,NA,NA,387,387,NA,NA,NA,NA,NA,NA,NA,NA,1300,1291,0,"1",NA,0,9,1,NA,NA,"Methods of carbon dioxide removal in freshwater",NA,NA,"WO2023115224A1","PCT/CA2022/051893",2022-12-23,2022,"Carbonrun Carbon Dioxide Removal Limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shannon Sterling, Edmund A. Halfyard",0,1,NA
"366","Mission Zero Technologies",2021,2,1,1,"United Kingdom","Capture and storage",365,0,1000,275,319,1000,NA,NA,NA,NA,NA,365,7.5,365,358,0,"1",-725,-44,7,1,"17/05/2021",NA,"Method of capturing co2 from a gas mixture",NA,NA,"GB-202219726-D0",NA,2022-12-23,2022,"Mission Zero Tech Ltd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,2021-05-17
"367","Nitricity",2022,4,1,1,NA,"Biomass sinking",NA,NA,NA,50,0,70,NA,30,NA,NA,0,1600,0,2800000,0,250000,"1",-20,NA,NA,1,"15/12/2022",NA,"Microwave plasma system for efficiently producing nitric acid and nitrogen fertilizers",NA,NA,"US-2023219052-A1",NA,2023-01-11,2023,"Nitricity, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joshua M. McEnaney, John A. SCHWALBE, Sreekumar CHOCKALINGAM, Nicolas H. Pinkowski",0,6,2022-12-15
"368","Living Carbon",2022,2,1,1,NA,"Capture and storage",NA,NA,NA,2320,0,2320,NA,NA,NA,NA,NA,336.2,0,229.4,0,75000,"1",0,NA,NA,1,"30/06/2022",NA,"Compositions and methods for enhancing biomass productivity in plants",NA,NA,"US20230235336A1","US18/153,863",2023-01-12,2023,"Living Carbon Pbc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madeline Hall, Li-Wei Chiu, Rebecca Dewhirst, Jacob Hoyle, Patrick Mellor, Karli Rasmussen, Yumin Tao",0,1,2022-06-30
"369","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"Endophytes, Associated Compositions, and Methods of Use",NA,NA,"US-2023329244-A1",NA,2023-01-13,2023,"Indigo Ag, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geoffrey von Maltzahn, Richard Bailey Flavell, Gerardo V. Toledo, Jonathan W. Leff, Phillip Samayoa, Luis Miguel Marquez, David Morris Johnston, Slavica Djonovic, Yves Alain Millet, Craig Sadowski, Jeffrey Lyford, Karen V. Ambrose, Xuecheng Zhang",0,45,NA
"370","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"Systems for management of location-aware market data",NA,NA,"US-2023177545-A1",NA,2023-01-13,2023,"Indigo Ag, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernando Tubilla, Nicholas Malizia",0,45,NA
"371","8 Rivers",2021,4,1,0,"Arizona, USA","dac,mineralization",2446,0,1000,460,NA,500,NA,NA,NA,NA,NA,2446,446,2446,NA,NA,"0",-40,0,0,0,NA,NA,"Oxidative dehydrogenation of ethane using carbon dioxide",NA,NA,"AU-2023200250-A1",NA,2023-01-18,2023,"8 Rivers Capital, Llc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Damian BEAUCHAMP, Xijia LU, Mohammad RAFATI",0,77,NA
"372","Lillianah",2023,3,1,0,NA,NA,NA,NA,NA,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,"0",NA,0,0,0,NA,NA,"Environmental treatment distribution systems and methods",NA,NA,"US20230225300A1","US18/156,006",2023-01-18,2023,"Lillianah Technologies Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benjamin Sidney Slotnick",0,2,NA
"373","Lillianah",2023,3,1,0,NA,NA,NA,NA,NA,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,"0",NA,0,0,0,NA,NA,"Environmental treatment distribution systems and methods",NA,NA,"WO2023141221A1","PCT/US2023/011164",2023-01-18,2023,"Lillianah Technologies Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benjamin Sidney Slotnick",0,2,NA
"374","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"Remote sensing algorithms for mapping regenerative agriculture",NA,NA,"US-2023154183-A1",NA,2023-01-19,2023,"Indigo Ag, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eli Kellen Melaas, Bobby Harold Braswell, Douglas Kane Bolton",0,45,NA
"375","Running Tide",2021,2,1,1,"Atlantic Ocean","Ocean Alkalinity Enhancement",2000,0,800,250,250,150,NA,NA,NA,NA,NA,2000,85,2000,600,0,"1",100,0,1400,1,"17/05/2021",NA,"Systems and methods for monitoring ocean-based carbon dioxide removal devices and accumulation of a target product",NA,NA,"US-2023152292-A1",NA,2023-01-19,2023,"Running Tide Technologies, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luca Mastrangelo, William Johnson, Josh Hill, Timothy J. Dyson, Jacob F. Hagler, Charles B.W. Halvorson, Philipp Max Werminghausen, Andrew Clyde THOMPSON",0,14,2021-05-17
"376","Carbonaught",2022,2,1,0,NA,NA,NA,NA,NA,450,NA,357.4,NA,NA,NA,NA,NA,542,42,500,NA,NA,"0",92.6,0,0,0,NA,NA,"Method of measuring an additive weathering rate in a soil substrate","Worldwide",NA,"AU2023900159A0","AU2023900159A",2023-01-24,2023,"Carbonaught Pty Ltd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"James Lyons",0,1,NA
"377","Brilliant Planet",2023,3,1,0,NA,NA,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,NA,NA,"0",NA,0,0,0,NA,NA,"Carotenoid production methods",NA,NA,"GB-202301206-D0",NA,2023-01-27,2023,"Brilliant Planet Ltd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,NA
"378","Parallel Carbon",2022,2,1,0,NA,NA,NA,NA,NA,1111,NA,1000,NA,NA,NA,NA,NA,231,64,225,NA,NA,"0",111,0,0,0,NA,NA,"System, apparatus, and method for alkaline earth metal hydroxide looping for carbon dioxide removal from air","Worldwide",NA,"WO2023147178A2","PCT/US2023/012004",2023-01-31,2023,"Parallel Carbon Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ryan Anderson, Aranzazu Carbona Orbezo",0,1,NA
"379","Parallel Carbon",2023,3,1,0,NA,NA,NA,NA,NA,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,454,NA,NA,"0",NA,0,0,0,NA,NA,"System, apparatus, and method for alkaline earth metal hydroxide looping for carbon dioxide removal from air",NA,"WO2023147178A2",NA,"PCT/US2023/012004",2023-01-31,2023,"Parallel Carbon Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ryan Anderson, Aranzazu Carmona Orbezo",1,1,NA
"380","Running Tide",2021,2,1,1,"Atlantic Ocean","Ocean Alkalinity Enhancement",2000,0,800,250,250,150,NA,NA,NA,NA,NA,2000,85,2000,600,0,"1",100,0,1400,1,"17/05/2021",NA,"Systems, devices, and methods for rapid and scalable depolyment of marine-based cultivation apparatus",NA,NA,"WO-2023150574-A1",NA,2023-02-01,2023,"Running Tide Technologies, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matthew Jordan ODLIN, Andrew Clyde THOMPSON, Robert Matthew ODLIN",0,14,2021-05-17
"381","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"Systems and methods for ecosystem credit recommendations",NA,NA,"US-2023306531-A1",NA,2023-02-09,2023,"Indigo Ag, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eleanor Elizabeth Campbell, Jacob S. McDonald, Aaron J. Goodman, Michael J. Salib, Elisabeth R. Baldo, Keith F. Ma, Daniel Michael Stack, Erich J. Treischman, Melissa Motew, Samuel J. Peters, Christopher K. Black, Ram B. Gurung, Charles D. Brummitt, Brian D. Segal, David P. Smart, Ashok A. Kumar, Barclay Rowland Rogers, Maria Belousova, Jyoti Shankar, Christopher Mark Harbourt, Ronald W. Hovsepian, Amit R. Menipaz, Joseph Weeks, Samantha Horvath",0,45,NA
"382","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"Systems and methods for ecosystem credit recommendations",NA,NA,"US-11810021-B2",NA,2023-02-09,2023,"Indigo Ag, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eleanor Elizabeth Campbell, Jacob S. McDonald, Aaron J. Goodman, Michael J. Salib, Elisabeth F. Baldo, Keith F. Ma, Daniel Michael Stack, Erich J. Treischman, Melissa Motew, Samuel J. Peters, Christopher K. Black, Ram B. Gurung, Charles D. Brummitt, Brian D. Segal, David P. Smart, Ashok A. Kumar, Barclay Rowland Rogers, Maria Belousova, Jyoti Shankar, Christopher Mark Harbourt, Ronald W. Hovsepian, Amit R. Menipaz, Joseph Weeks, Samantha Horvath",0,45,NA
"383","CarbonBuilt",2021,2,1,1,"USA","Storage",992,0,1000,260,260,233,NA,NA,NA,NA,NA,992,23,992,968,0,"1",27,0,24,1,"17/05/2021",NA,"Single-step low-temperature calcium carbonate production through carbon dioxide sequestration of mineral materials to make concrete",NA,NA,"WO-2023158830-A1",NA,2023-02-17,2023,"Carbonbuilt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iman Mehdipour",0,6,2021-05-17
"384","CarbonBuilt",2021,2,1,1,"USA","Storage",992,0,1000,260,260,233,NA,NA,NA,NA,NA,992,23,992,968,0,"1",27,0,24,1,"17/05/2021",NA,"Methods and systems for biomass-derived co2 sequestration in concretes and aggregates",NA,NA,"US-2023265019-A1",NA,2023-02-21,2023,"Carbonbuilt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iman Mehdipour",0,6,2021-05-17
"385","Solugen",2021,2,1,0,"Texas, USA","biomass,injection",16384,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,9824,0.4,9824,NA,NA,"0",NA,0,0,0,NA,NA,"Compositions and methods for production of antimicrobial agents from bio-renewable feedstocks",NA,NA,NA,NA,2023-02-22,2023,"Solugen, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shuai Qian, Toni M. Lee, Camille BOUCHER-JACOBS, Brian Fisher, Gaurab Chakrabarti, Sean HUNT, David Weiner",0,40,NA
"386","44.01",2021,4,1,1,"Oman","Capture and storage",2920,0,1000,170,170,1000,NA,NA,NA,NA,NA,2890,39,2890,2941,0,"1",-830,0,-51,1,"05/12/2021",NA,"System and method for permanent carbon dioxide sequestration using a renewable energy source",NA,NA,"CA-3191648-A1",NA,2023-03-02,2023,"Protostar Group Ltd., Talal Hasan, Karan Khimji, Ehab Tasfai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Talal Hasan, Karan Khimji, Ehab Tasfai",0,6,2021-12-05
"387","Brilliant Planet",2023,3,1,0,NA,NA,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,NA,NA,"0",NA,0,0,0,NA,NA,"Culturing algae with remote optical monitoring",NA,NA,"GB-202303165-D0",NA,2023-03-03,2023,"Brilliant Planet Ltd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,NA
"388","IndigoAg",2020,1,1,0,"Midwest and Southern USA","soil,farming",550000,0,100,20,NA,NA,NA,NA,NA,NA,1e+05,NA,NA,1e+05,NA,NA,"0",NA,0,0,0,NA,NA,"Endophyte compositions and methods for improved plant health",NA,NA,"WO-2023168448-A1",NA,2023-03-03,2023,"Indigo Ag, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victoria KNIGHT-CONNONI, Scott SCHAEFFER, Rebecca Ryan, Zhanshan Dong",0,45,NA
"389","CarbonTo Stone",2022,4,1,1,NA,"DAC",NA,NA,NA,394,394,393.3,150.6,243.3,0,0,NA,2250000,7750000,1269,846,0,"1",0.699999999999989,0,423,1,"15/12/2022",NA,"Electrochemical carbon removal from water via carbon mineralization","Worldwide",NA,"WO-2023173067-A1",NA,2023-03-10,2023,"Cornell University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greeshma GADIKOTA, Peilong LU",0,4,2022-12-15
"390","Running Tide",2021,2,1,1,"Atlantic Ocean","Ocean Alkalinity Enhancement",2000,0,800,250,250,150,NA,NA,NA,NA,NA,2000,85,2000,600,0,"1",100,0,1400,1,"17/05/2021",NA,"Floating substrates for offshore cultivation of target products and methods of making and using the same",NA,NA,"WO-2023183911-A1",NA,2023-03-24,2023,"Running Tide Technologies, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Justin Baker RIES, Matthew Jordan ODLIN",0,14,2021-05-17
"391","Running Tide",2021,2,1,1,"Atlantic Ocean","Ocean Alkalinity Enhancement",2000,0,800,250,250,150,NA,NA,NA,NA,NA,2000,85,2000,600,0,"1",100,0,1400,1,"17/05/2021",NA,"Floating substrates including carbonaceous coatings for offshore cultivation of target products and methods of making and using the same",NA,NA,"WO-2023183913-A1",NA,2023-03-24,2023,"Running Tide Technologies, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Justin Baker RIES, Andrew Clyde THOMPSON, Matthew Jordan ODLIN, Eben Sargent",0,14,2021-05-17
"392","Carbon Blue",2022,4,1,0,NA,NA,NA,NA,NA,941,NA,941,448,465,12,16,NA,6470,267,300,NA,NA,"0",0,0,0,0,NA,NA,"Method for removing carbon dioxide","US",NA,"WO2023187778A1","PCT/IL2023/050316",2023-03-27,2023,"Carbon Blue Ltd",6,0,NA,NA,NA,NA,NA,NA,NA,NA,"Dan Deviri, Iddo Mehnashe Tsur, Uri Kelly",0,1,NA
"393","Seaweed Generation",2022,2,1,0,NA,NA,NA,NA,NA,400,NA,270,NA,NA,NA,NA,NA,1470,63.21,1412,NA,NA,"0",130,0,0,0,NA,NA,"A method and system for carbon sequestration",NA,NA,"WO-2023187346-A1",NA,2023-03-27,2023,"Seaweed Generation Ltd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Patricia ESTRIDGE",1,4,NA
"394","Seaweed Generation",2022,2,1,0,NA,NA,NA,NA,NA,400,NA,270,NA,NA,NA,NA,NA,1470,63.21,1412,NA,NA,"0",130,0,0,0,NA,NA,"A method and system for carbon sequestration",NA,NA,"WO-2023187347-A1",NA,2023-03-27,2023,"Seaweed Generation Ltd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Patricia ESTRIDGE",1,4,NA
"395","Seaweed Generation",2022,4,1,0,NA,NA,NA,NA,NA,393,NA,393,74,225,71,23,NA,1290,18,1272,NA,NA,"0",0,0,0,0,NA,NA,"A method and system for carbon sequestration",NA,NA,"WO-2023187346-A1",NA,2023-03-27,2023,"Seaweed Generation Ltd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Patricia ESTRIDGE",0,4,NA
"396","Seaweed Generation",2022,4,1,0,NA,NA,NA,NA,NA,393,NA,393,74,225,71,23,NA,1290,18,1272,NA,NA,"0",0,0,0,0,NA,NA,"A method and system for carbon sequestration",NA,NA,"WO-2023187347-A1",NA,2023-03-27,2023,"Seaweed Generation Ltd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Patricia ESTRIDGE",0,4,NA
"397","Climate Foundation Marine Permaculture",2021,2,1,0,"Pacific Ocean (near Phillippines)","ocean,macroalgae",1245,0,1000,600,NA,600,NA,NA,NA,NA,NA,1245,400,1245,NA,NA,"0",0,0,0,0,NA,NA,"Method and apparatus for growing marine plants and macroalgae",NA,NA,"WO-2023196750-A2",NA,2023-03-29,2023,"Climate Foundation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brian Von Herzen",0,10,NA
"398","Climate Foundation Marine Permaculture",2021,2,1,0,"Pacific Ocean (near Phillippines)","ocean,macroalgae",1245,0,1000,600,NA,600,NA,NA,NA,NA,NA,1245,400,1245,NA,NA,"0",0,0,0,0,NA,NA,"Method and apparatus for growing marine plants and macroalgae",NA,NA,"WO-2023196750-A3",NA,2023-03-29,2023,"Climate Foundation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brian Von Herzen",0,10,NA
"399","Climate Foundation Marine Permaculture",2021,2,1,0,"Pacific Ocean (near Phillippines)","ocean,macroalgae",1245,0,1000,600,NA,600,NA,NA,NA,NA,NA,1245,400,1245,NA,NA,"0",0,0,0,0,NA,NA,"ProcÃ©dÃ© et appareil de culture de plantes marines et de macroalgues",NA,NA,"WO-2023196750-A3",NA,2023-03-29,2023,"Climate Foundation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brian Von Herzen",0,10,NA
"400","Praan",2021,4,1,0,"Mumbai, India","dac,mineralization",365,0,1000,800,NA,3000,NA,NA,NA,NA,NA,365,3.52,365,NA,NA,"0",-2200,0,0,0,NA,NA,"Air purification device","US",NA,"USD997329S1","US29/873,734",2023-04-06,2023,"Praan Inc",20,0,NA,NA,NA,NA,NA,NA,NA,NA,"Angad Daryani,Mallika Ajay Maroo, Delaina Annie Fernandes",0,2,NA
"401","CarbonBuilt",2021,2,1,1,"USA","Storage",992,0,1000,260,260,233,NA,NA,NA,NA,NA,992,23,992,968,0,"1",27,0,24,1,"17/05/2021",NA,"Process for production of hydraulic-carbonating binder systems through mechanochemical activation of minerals",NA,NA,"WO-2023200905-A1",NA,2023-04-12,2023,"Carbonbuilt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iman Mehdipour",0,6,2021-05-17
"402","Running Tide",2021,2,1,1,"Atlantic Ocean","Ocean Alkalinity Enhancement",2000,0,800,250,250,150,NA,NA,NA,NA,NA,2000,85,2000,600,0,"1",100,0,1400,1,"17/05/2021",NA,"Systems and methods for the hatching, seeding, and/or cultivating of a target product",NA,NA,"US-2023270065-A1",NA,2023-04-13,2023,"Running Tide Technologies, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Samuel WOOLF, Sean Arthur FOORMAN, Matthew Jordan ODLIN",0,14,2021-05-17
